[2026-04-19 23:42:40,373] INFO _log() L97   127.0.0.1 - - [19/Apr/2026 23:42:40] "GET /pacientes HTTP/1.1" 200 - - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:42:54,172] INFO _log() L97   [31m[1mWARNING: This is a development server. Do not use it in a production deployment. Use a production WSGI server instead.[0m
 * Running on http://127.0.0.1:5000 - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:42:54,173] INFO _log() L97   [33mPress CTRL+C to quit[0m - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:42:54,175] INFO _log() L97    * Restarting with stat - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:42:58,071] WARNING _log() L97    * Debugger is active! - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:42:58,077] INFO _log() L97    * Debugger PIN: 106-002-044 - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:43:10,802] INFO _log() L97   127.0.0.1 - - [19/Apr/2026 23:43:10] "[35m[1mGET /pacientes HTTP/1.1[0m" 500 - - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:44:01,108] INFO _log() L97   127.0.0.1 - - [19/Apr/2026 23:44:01] "[35m[1mGET /pacientes HTTP/1.1[0m" 500 - - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:45:07,277] INFO _log() L97    * Detected change in 'C:\\Users\\claud\\portfolio\\PUC\\Sprint 2 - Sistemas Inteligentes\\MVP oficial\\api\\app.py', reloading - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:45:07,380] INFO _log() L97    * Detected change in 'C:\\Users\\claud\\portfolio\\PUC\\Sprint 2 - Sistemas Inteligentes\\MVP oficial\\api\\app.py', reloading - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:45:07,386] INFO _log() L97    * Detected change in 'C:\\Users\\claud\\portfolio\\PUC\\Sprint 2 - Sistemas Inteligentes\\MVP oficial\\api\\app.py', reloading - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:45:07,422] INFO _log() L97    * Detected change in 'C:\\Users\\claud\\portfolio\\PUC\\Sprint 2 - Sistemas Inteligentes\\MVP oficial\\api\\app.py', reloading - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
[2026-04-19 23:45:07,917] INFO _log() L97    * Detected change in 'C:\\Users\\claud\\portfolio\\PUC\\Sprint 2 - Sistemas Inteligentes\\MVP oficial\\api\\app.py', reloading - call_trace=C:\Users\claud\portfolio\PUC\Sprint 2 - Sistemas Inteligentes\MVP oficial\api\.venv\Lib\site-packages\werkzeug\_internal.py L97  
